DEPENDENCIA_ADMINISTRATIVA,NOTA_MEDIA_ESCOLA,TAXA_DE_APROVACAO,TAXA_DE_PARTICIPACAO
Estadual,541.0461426,81.9,65.00000000
Estadual,563.9192505,85.7,59.09090805
Estadual,555.6724854,69.6,57.14286041
Estadual,557.8146362,65.7,72.11538696
Estadual,540.7043457,81.2,50.54945374
Estadual,568.1414795,84.3,74.54545593
Estadual,552.1848755,77.4,56.89654922
Estadual,561.4309082,71.3,58.51063538
Estadual,574.1883545,80.2,68.25396729
Estadual,524.4583130,96.3,75.00000000
Estadual,536.7199707,75.8,66.66667175
Estadual,544.4466553,91.2,51.72413635
Estadual,557.5675659,74.3,53.46534729
Estadual,544.1342163,82.2,77.15736389
Estadual,551.6180420,74.8,72.17391205
Estadual,544.3533936,76.8,60.58823395
Estadual,554.9274292,84.0,70.68063354
Estadual,547.5037231,79.4,50.94339752
Estadual,540.0538330,88.4,52.00000000
Estadual,527.4749756,73.5,58.18181610
Municipal,530.6291504,83.1,55.81395721
Privada,559.8499756,100.0,69.23077393
Privada,613.5095215,90.0,100.00000000
Privada,613.7792969,90.1,100.00000000
Privada,670.7857056,95.6,100.00000000
Privada,639.4652100,94.1,92.00000000
Privada,626.5694580,97.1,97.29730225
Privada,632.8269043,96.1,92.85713959
Privada,600.4812622,100.0,100.00000000
Estadual,566.2520142,67.4,65.78947449
Estadual,566.4758911,73.7,50.87719727
Estadual,526.4000244,91.9,52.00000000
Estadual,568.4646606,68.8,74.62686157
Estadual,572.6235352,81.7,78.16091919
Estadual,557.2125244,90.0,50.00000000
Estadual,557.3083496,69.7,66.66667175
Estadual,553.5285645,65.4,58.33333206
Estadual,536.4226074,65.8,51.66666412
Estadual,582.1122437,90.5,89.07284546
Estadual,535.7590332,92.6,53.50876999
Estadual,559.6684570,81.5,85.63217926
Estadual,549.4486694,85.6,64.40678406
Estadual,581.2230835,97.8,50.00000000
Estadual,563.9252930,87.0,56.86274719
Privada,663.7780762,93.6,93.18181610
Privada,613.9880981,97.3,97.67441559
Privada,641.5888672,98.2,90.00000000
Privada,625.9489136,97.1,95.74468231
Privada,648.2461548,100.0,100.00000000
Estadual,547.8734741,86.9,65.67163849
Estadual,517.2077026,78.7,61.90476227
Estadual,552.2935791,81.4,68.24817657
Estadual,547.8809814,92.7,52.49999619
Estadual,565.5062256,75.8,53.33333588
Estadual,563.7461548,81.8,65.00000000
Estadual,540.7904053,75.0,64.88888550
Estadual,531.0932617,79.6,59.20000076
Privada,641.5038452,94.6,100.00000000
Privada,638.1176758,81.6,94.44444275
Privada,624.4833374,93.7,95.45454407
Privada,559.8636475,97.1,100.00000000
Estadual,559.0869141,93.9,75.30864716
Estadual,520.7578735,86.8,51.35134888
Estadual,528.5294189,81.9,73.91304016
Estadual,540.1774902,89.8,56.06060791
Estadual,523.5374756,97.2,53.93258286
Estadual,538.7236938,90.9,62.98077011
Estadual,549.2853394,88.7,50.61728287
Estadual,548.4136353,88.0,59.45946121
Estadual,530.9562378,84.4,55.17241287
Estadual,535.7521362,88.9,68.26922607
Estadual,515.1171265,93.1,58.82353210
Estadual,528.6213989,83.5,51.85185242
Estadual,551.6170654,75.8,57.74647522
Estadual,540.8814087,80.1,72.91667175
Estadual,535.6744995,83.4,71.27272797
Estadual,543.2307739,77.9,56.52173615
Estadual,532.1142578,79.5,72.41378784
Estadual,544.3619995,80.9,58.51851654
Estadual,542.4055786,90.9,70.58823395
Privada,633.7367554,88.7,100.00000000
Privada,585.4588013,96.1,89.47368622
Privada,600.2578735,99.1,83.82353210
Estadual,546.6769409,82.4,52.70270157
Estadual,573.7399902,92.9,60.24096680
Estadual,542.3699951,83.3,76.92308044
Estadual,560.1066895,84.8,71.42857361
Estadual,548.0097046,83.5,56.36363602
Estadual,557.4559937,80.8,70.92198944
Estadual,539.4980469,88.1,52.00000000
Estadual,527.0830688,72.8,54.62185287
Estadual,545.6219482,72.2,73.00000000
Estadual,546.8011475,60.0,60.56338120
Estadual,537.5928345,84.0,63.63636398
Estadual,531.5424194,73.7,61.11111069
Estadual,512.9697876,66.8,53.75000381
Estadual,633.4846191,92.0,100.00000000
Estadual,518.6909180,99.6,77.19297791
Estadual,551.1097412,96.0,72.00000000
Estadual,557.2041016,82.2,73.68421173
Estadual,579.1931152,90.2,66.66667175
Estadual,530.6616821,78.8,51.72413635
Estadual,548.4215088,77.1,56.70731735
Estadual,562.5418701,77.8,61.42856979
Estadual,552.0706177,88.7,53.12500000
Estadual,549.6142578,100.0,58.33333206
Privada,601.7817993,93.2,97.05882263
Privada,640.9941406,95.3,94.44444275
Privada,642.5458374,92.5,96.00000000
Privada,593.8333130,95.8,92.30769348
Estadual,572.0882568,91.3,80.95238495
Estadual,566.7865601,92.9,80.23952484
Estadual,559.4615479,91.8,72.22222137
Estadual,534.8250122,93.4,60.00000381
Estadual,567.5243530,94.0,53.62318802
Estadual,599.8224487,79.9,57.64706039
Estadual,554.5930786,90.7,78.37837982
Estadual,523.6476440,77.2,80.76922607
Estadual,562.5838623,70.5,59.61538696
Estadual,613.3958740,97.0,92.40505981
Estadual,556.1674805,78.8,53.33333588
Estadual,539.2836304,83.3,64.70588684
Estadual,564.0955811,83.9,68.18181610
Estadual,567.5516357,82.3,78.81356049
Estadual,570.2780762,78.0,82.03125000
Estadual,567.9756470,87.1,75.51020050
Estadual,559.6885986,64.4,59.68586349
Estadual,542.5300293,100.0,76.92308044
Estadual,552.6957397,88.6,66.19718170
Estadual,547.6361694,78.8,58.02469254
Estadual,549.3280029,90.5,83.33332825
Estadual,519.4170532,87.9,60.29411697
Estadual,540.9119263,75.4,54.54545593
Estadual,562.7680054,82.5,77.21518707
Estadual,552.1799927,85.1,55.55555725
Estadual,536.2561035,73.6,60.29411697
Estadual,556.7913818,84.0,77.50000000
Privada,640.9799805,98.7,100.00000000
Privada,637.8435059,97.0,88.46153259
Privada,661.5069580,95.8,97.72727203
Privada,611.8363647,96.8,88.00000000
Estadual,551.5161133,85.7,65.41353607
Estadual,557.3651123,77.0,57.75193405
Estadual,542.5845947,100.0,65.00000000
Estadual,544.6654053,85.1,75.36231995
Estadual,567.3937378,90.1,65.30612183
Estadual,543.9888916,87.3,55.75221252
Estadual,540.7021484,83.4,72.30769348
Estadual,567.0794067,74.7,58.11965942
Estadual,563.7256470,97.5,55.71428680
Estadual,549.4381104,81.0,60.00000381
Estadual,542.4666748,85.2,58.53658295
Estadual,542.0750122,81.4,73.97260284
Estadual,569.3523560,69.8,76.36363220
Estadual,571.8813477,81.3,68.40579224
Estadual,557.1793213,88.7,50.00000000
Estadual,556.6224976,92.7,63.49206543
Estadual,542.5384521,82.2,66.66667175
Municipal,589.4113770,87.2,83.43195343
Privada,645.5884399,100.0,100.00000000
Privada,608.7384644,97.0,72.22222137
Privada,647.8137817,92.6,96.66666412
Privada,616.2354126,94.0,94.11764526
Privada,644.4074707,97.0,95.23809814
Privada,653.6964111,95.4,96.55171967
Federal,698.3279419,90.4,96.25000000
Estadual,540.3592529,65.5,55.10203934
Estadual,548.1353760,92.3,61.90476227
Estadual,543.7114258,85.4,50.72463608
Estadual,502.2900085,96.4,66.66667175
Estadual,522.5041504,83.5,70.58823395
Estadual,544.1833496,83.7,63.15789032
Estadual,560.4407959,68.8,55.67567444
Estadual,547.4854126,80.9,61.53846359
Estadual,539.8816528,82.7,75.94936371
Estadual,553.3031006,90.7,69.56521606
Estadual,549.5404053,77.7,62.66666794
Estadual,538.2562256,86.2,55.17241287
Estadual,573.3944702,90.7,56.25000000
Estadual,560.7999878,81.4,84.78260803
Estadual,521.9868164,88.3,71.69811249
Estadual,545.0599976,84.3,53.57142639
Estadual,580.8854980,86.3,79.48718262
Estadual,535.9463501,79.8,57.74647522
Estadual,557.4962158,81.1,74.57627106
Estadual,552.8919067,80.3,83.98058319
Estadual,552.3980713,73.9,82.53968048
Estadual,552.5206909,89.9,82.85714722
Estadual,553.5646973,78.4,85.00000000
Privada,602.0200195,93.1,93.75000000
Privada,620.7312622,94.2,96.96969604
Privada,621.8454590,97.2,100.00000000
Privada,626.5227051,94.2,97.05882263
Privada,640.6432495,98.4,100.00000000
Estadual,551.6294556,92.8,68.34532928
Estadual,531.7227173,85.8,53.65853882
Estadual,544.9375000,92.4,52.17391205
Estadual,566.5883789,82.0,87.75510406
Estadual,556.4589844,72.0,54.92957687
Estadual,542.4454346,93.2,52.38095474
Estadual,530.8848267,84.6,60.00000381
Estadual,535.9378662,75.3,64.91228485
Estadual,564.5437622,91.1,57.14286041
Estadual,543.7421265,88.1,52.77777863
Municipal,579.1555786,79.8,72.00000000
Estadual,564.4578857,69.2,86.36363983
Estadual,581.2000122,73.8,82.41758728
Estadual,553.5114136,86.6,72.91667175
Estadual,564.7279053,55.5,81.88976288
Estadual,578.2910767,65.0,84.86486816
Estadual,541.5493774,55.3,71.29629517
Estadual,583.6500244,87.1,92.85713959
Estadual,530.3689575,74.4,67.44186401
Estadual,550.3827515,68.1,60.41666794
Estadual,567.5866089,87.9,53.59477234
Estadual,551.1124878,62.1,76.19047546
Municipal,536.9538574,89.6,81.25000000
Privada,627.6227417,98.4,100.00000000
Privada,634.8361206,90.7,100.00000000
Privada,591.3098145,93.7,96.22641754
Estadual,558.2680054,84.1,56.81818008
Estadual,541.5443115,82.4,58.56353760
Estadual,550.1193848,85.7,55.60538101
Estadual,560.8509521,95.6,69.73684692
Estadual,556.9953003,81.4,50.71770477
Estadual,543.8489380,83.8,58.02469254
Estadual,518.8285522,82.1,51.85185242
Estadual,538.4556885,77.9,55.00000000
Estadual,591.9452515,84.5,88.83928680
Privada,653.7857056,95.7,95.45454407
Privada,637.8793945,97.8,97.14286041
Estadual,489.1900024,80.8,71.42857361
Estadual,553.1950073,62.8,70.92510986
Estadual,542.2385864,65.8,61.58536530
Estadual,538.3384399,77.6,54.16666794
Estadual,531.8461304,60.6,59.09090805
Estadual,537.3146362,83.2,55.97014999
Estadual,507.5000000,76.7,72.22222137
Estadual,544.0863647,87.3,66.66667175
Estadual,531.8731689,84.9,62.12121201
Estadual,530.0479126,78.3,72.72727203
Estadual,552.6444702,81.8,62.23404312
Estadual,539.8684082,85.9,64.04494476
Estadual,535.0681763,86.4,50.00000000
Estadual,539.9859009,82.9,58.67768478
Estadual,551.9951782,77.2,56.56108856
Estadual,552.0336914,92.6,70.49180603
Estadual,534.9262085,81.2,51.85185242
Estadual,532.6561279,90.0,61.19403076
Estadual,532.6647339,69.9,68.00000000
Estadual,524.1272583,89.0,61.11111069
Estadual,566.1013794,73.4,86.04650879
Estadual,534.8346558,76.4,68.18181610
Estadual,572.0711670,83.3,76.41025543
Estadual,569.8305664,76.5,75.22123718
Estadual,553.5176392,85.9,70.83332825
Estadual,545.2671509,78.7,64.73429871
Privada,600.3437500,100.0,100.00000000
Privada,613.6933594,95.1,100.00000000
Privada,605.9333496,90.7,85.71428680
Privada,586.8333130,85.7,93.75000000
Privada,629.4863892,98.3,91.66667175
Privada,618.7685547,92.9,97.22222137
Privada,651.3485718,96.9,94.59458923
Privada,619.2937622,96.7,94.11764526
Estadual,530.2410278,85.1,68.34532928
Estadual,509.2999878,92.2,55.55555725
Estadual,502.0466614,92.3,50.00000000
Estadual,529.4363403,100.0,68.75000000
Estadual,557.0117798,79.0,51.51515198
Estadual,529.6480713,68.6,53.06122208
Estadual,519.2792969,90.1,60.41666794
Estadual,517.2105103,76.4,60.00000381
Estadual,548.1148682,78.0,60.65573883
Estadual,530.9655151,71.9,52.25225067
Estadual,552.3435669,80.7,59.61538696
Estadual,556.0182495,83.5,62.00000000
Estadual,524.6714478,89.7,50.90908813
Estadual,531.9823608,89.4,51.51515198
Estadual,526.7454834,89.2,51.16279221
Estadual,578.2387695,82.8,86.26865387
Estadual,540.1897583,65.3,54.16666794
Estadual,537.7899780,75.9,61.94690323
Estadual,522.2538452,84.4,54.16666794
Estadual,546.6492920,91.9,54.33070755
Privada,610.8599854,97.8,100.00000000
Privada,608.4235229,100.0,100.00000000
Privada,637.1875000,95.2,100.00000000
Privada,625.7777710,100.0,85.71428680
Federal,609.3454590,88.8,100.00000000
Estadual,558.2491455,77.8,57.86802292
Estadual,560.7407227,77.4,66.78445435
Estadual,551.6916504,78.0,60.00000381
Estadual,547.4871216,72.4,61.38613892
Estadual,539.4784546,81.0,58.58585739
Estadual,536.5351563,73.4,67.91045380
Estadual,536.0088501,81.8,58.24742126
Estadual,544.9281006,81.5,60.00000381
Estadual,548.8724976,81.7,54.05405045
Estadual,541.1123047,84.8,67.59259033
Estadual,527.7550049,75.9,55.17241287
Estadual,522.8848267,55.7,62.26414871
Estadual,559.0852051,92.1,75.00000000
Estadual,537.4874878,95.4,57.14286041
Estadual,555.4071655,83.5,60.86956406
Estadual,537.8868408,87.4,69.09091187
Estadual,553.2766113,85.5,70.86093140
Estadual,576.1697388,81.9,75.69444275
Estadual,555.3104248,87.8,73.84615326
Estadual,538.8411865,60.2,58.11965942
Estadual,559.1105347,88.2,81.72413635
Estadual,550.8400269,62.9,60.74766541
Estadual,562.7050171,76.1,54.05405045
Estadual,545.3116455,85.8,56.57894516
Estadual,582.1860962,92.2,91.86046600
Estadual,548.8952637,83.5,67.74193573
Privada,570.9611206,84.3,100.00000000
Privada,605.1857300,93.5,96.55171967
Privada,595.6624756,95.5,88.88889313
Privada,588.8076782,96.3,100.00000000
Privada,653.4978638,98.3,78.33333588
Privada,630.1021118,98.6,90.38461304
Privada,571.3125000,100.0,84.21052551
Privada,626.3905640,98.6,85.48387146
Privada,567.3892822,100.0,82.35294342
Privada,645.2465210,98.2,94.50549316
Federal,608.3515625,94.8,80.50847626
Estadual,553.0636597,89.2,57.89473724
Estadual,553.3756714,82.5,66.07142639
Estadual,537.9169922,76.1,57.73195648
Estadual,545.1043091,88.2,81.52866364
Estadual,563.5684204,81.5,66.66667175
Estadual,551.9000244,82.7,61.76470566
Estadual,547.6465454,70.1,59.83606720
Estadual,514.8046265,71.8,52.76073837
Estadual,546.5973511,82.7,65.31791687
Estadual,518.8805542,71.1,56.25000000
Estadual,547.7627563,58.6,70.06369019
Estadual,544.3671265,69.0,71.69811249
Estadual,565.9151001,64.4,76.81159210
Estadual,552.2845459,53.5,69.18238831
Estadual,574.1658936,63.8,89.79591370
Estadual,584.8224487,67.3,84.40111542
Estadual,536.0946045,74.7,60.98900986
Estadual,550.0750122,68.2,76.76767731
Estadual,594.4279785,90.0,87.59936523
Estadual,560.9943848,79.5,81.25000000
Estadual,530.4754639,62.4,60.63829803
Estadual,533.9247437,77.6,82.40740967
Estadual,549.5736694,54.4,71.15384674
Estadual,561.4652100,78.1,85.66037750
Estadual,538.9056396,64.7,69.73684692
Estadual,555.1641235,67.5,60.93750000
Estadual,579.7955322,85.0,85.23207092
Estadual,563.0206909,69.9,73.29843140
Estadual,565.8333130,86.0,80.00000000
Estadual,558.5750122,65.7,63.36633682
Estadual,575.2502441,69.4,77.89115906
Estadual,541.8212891,59.2,61.03895950
Estadual,560.3567505,67.6,67.97386169
Estadual,561.8884277,67.6,80.13244629
Estadual,546.1508179,70.3,60.00000381
Estadual,567.9215698,74.2,58.62068939
Privada,584.3150024,93.0,90.90909576
Privada,618.1719971,94.9,92.59259033
Privada,654.0346069,92.9,100.00000000
Privada,646.7073975,91.8,90.00000000
Privada,648.6709595,95.3,91.17646790
Privada,645.5212402,98.1,98.50746155
Federal,590.2214966,81.5,90.67796326
Estadual,546.1066895,80.1,65.21739197
Estadual,550.6696777,71.2,70.45454407
Estadual,507.2319946,81.9,73.52941132
Estadual,553.5444336,85.7,75.00000000
Estadual,537.8107300,73.4,50.00000000
Estadual,536.4491577,89.4,55.96330261
Estadual,521.7333374,84.1,61.95652008
Estadual,543.8683472,83.8,68.96551514
Estadual,531.5114136,75.5,57.85123825
Estadual,542.5261841,80.0,62.06896210
Estadual,552.4947510,72.6,50.66666412
Estadual,543.6243286,81.0,53.79310226
Estadual,554.3571167,96.5,75.00000000
Estadual,540.7817993,79.8,50.00000000
Estadual,548.9892578,82.8,51.37614441
Estadual,542.9568481,85.1,56.04396057
Estadual,503.7546692,85.9,72.11538696
Estadual,527.5250244,87.7,50.00000000
Estadual,547.7597046,73.5,56.25000000
Estadual,535.9306030,79.2,50.00000000
Estadual,566.5256958,82.4,53.84615707
Estadual,552.2633057,79.0,70.58823395
Estadual,543.6730957,81.3,71.55963135
Estadual,558.6881714,89.1,62.83783722
Estadual,567.5700684,79.7,60.45197678
Estadual,533.5904541,92.1,62.66666794
Estadual,541.5000000,97.5,62.50000000
Estadual,531.7166748,78.0,60.00000381
Estadual,596.0187378,94.5,61.53846359
Estadual,541.1166382,90.0,56.14035034
Estadual,565.1381836,79.1,66.26506042
Estadual,560.8548584,88.3,59.61538696
Estadual,529.6762085,79.9,59.15492630
Estadual,549.7237549,96.4,58.82353210
Estadual,531.2235107,81.7,53.12500000
Estadual,563.1166382,87.0,58.06451416
Estadual,553.4923096,96.9,76.47058868
Estadual,525.8933105,93.1,75.00000000
Estadual,556.6184082,80.8,73.09416962
Estadual,559.5310669,89.7,75.73529816
Estadual,550.8473511,77.7,60.31746292
Estadual,552.8615112,77.0,59.09090805
Estadual,556.3129272,79.6,66.52360535
Estadual,562.1849976,89.5,51.28205490
Estadual,557.9406738,93.6,80.37383270
Estadual,552.7851563,79.0,50.46728897
Estadual,532.8070679,73.9,56.80000305
Privada,633.7196045,94.5,98.07691956
Privada,606.8555298,91.1,92.30769348
Privada,610.5825806,98.7,97.87233734
Privada,616.1422119,97.0,97.82608795
Privada,611.6300049,89.7,90.90909576
Privada,590.2760010,95.6,92.59259033
Privada,621.0100098,94.8,74.07407379
Privada,643.3259277,89.7,96.42857361
Privada,646.9256592,97.1,94.87179565
Privada,596.4299927,80.8,100.00000000
Privada,620.5736694,100.0,95.00000000
Privada,649.5354614,98.7,100.00000000
Privada,605.0980225,91.0,92.72727203
Privada,654.2093506,92.4,100.00000000
Privada,613.6413574,98.5,100.00000000
Federal,600.4901123,83.2,92.85713959
Estadual,553.3936768,85.0,58.87850571
Estadual,550.8789673,87.8,57.57575607
Estadual,563.6615601,75.5,59.09090805
Estadual,564.4958496,83.5,51.06383133
Estadual,553.5880127,87.6,60.97561264
Estadual,554.5644531,70.4,62.50000000
Estadual,555.2289429,93.1,65.51724243
Estadual,561.4941406,86.8,67.10526276
Estadual,544.0366211,88.9,62.83185959
Estadual,532.4975586,92.1,64.06250000
Estadual,595.5935669,70.6,53.44827652
Estadual,570.1617432,77.8,75.55555725
Estadual,560.2920532,67.8,53.84615707
Estadual,572.6817017,70.1,77.90697479
Estadual,558.8736572,90.4,63.33333206
Estadual,563.5888672,89.3,69.23077393
Estadual,561.3931885,69.3,70.30567169
Estadual,556.1047363,78.2,52.49999619
Municipal,596.8411865,79.1,96.59090424
Privada,595.2391357,94.1,100.00000000
Privada,667.2346191,95.9,96.29629517
Privada,651.3191528,97.3,98.64865112
Privada,599.5499878,91.0,92.30769348
Estadual,554.3629761,79.1,54.00000381
Estadual,526.9448242,87.3,54.71697998
Estadual,530.6799927,74.0,53.09734344
Estadual,545.0090942,85.1,68.75000000
Estadual,523.1282349,82.3,51.31579208
Estadual,547.9238892,77.6,50.54945374
Estadual,571.2849121,72.4,79.91071320
Estadual,547.8528442,85.3,51.45630646
Estadual,540.6550293,72.3,74.07407379
Estadual,549.1533203,82.5,55.55555725
Estadual,576.4326172,89.9,85.77777863
Estadual,558.3865967,88.4,86.63793182
Estadual,601.5704956,94.2,88.63636017
Estadual,554.7500000,65.8,66.11569977
Estadual,545.6860962,89.4,67.52136993
Estadual,544.7284546,80.7,63.55932236
Estadual,542.4735107,79.5,54.83871078
Estadual,577.1727295,98.3,55.00000000
Estadual,517.8818359,97.1,82.50000000
Estadual,508.7922974,88.5,81.25000000
Estadual,536.7182007,77.4,78.57142639
Estadual,529.2916870,85.3,52.17391205
Estadual,572.8880005,83.0,93.36734772
Estadual,539.6131592,71.5,65.07936859
Privada,609.6090698,98.6,88.00000000
Privada,638.5187378,94.3,94.11764526
Privada,625.4442749,92.1,85.86956024
Privada,598.7666626,98.8,72.41378784
Privada,616.7558594,92.5,79.06977081
Privada,573.0620728,97.2,70.73170471
Privada,651.9699097,92.8,99.43502808
Privada,600.3809814,100.0,95.45454407
Privada,626.7843628,96.9,96.96969604
Privada,654.0292969,98.2,99.19355011
Privada,610.4888916,91.0,100.00000000
Estadual,548.0944214,90.2,56.25000000
Estadual,549.1526489,89.8,54.28571701
Estadual,549.3146362,86.8,51.44508362
Estadual,505.5733337,76.6,53.57142639
Estadual,577.2800293,92.2,64.10256958
Estadual,558.4739380,83.5,66.77018738
Estadual,551.9428711,74.1,73.68421173
Estadual,564.7844238,78.6,67.39130402
Estadual,570.1682739,83.3,69.49152374
Estadual,532.2133179,90.8,75.00000000
Estadual,550.3615112,88.2,67.53247070
Estadual,577.3341064,90.2,91.66667175
Estadual,557.4105225,93.4,52.77777863
Estadual,549.6147461,73.7,65.06849670
Estadual,562.7500000,83.5,91.42857361
Estadual,553.5103760,81.2,66.37931061
Estadual,550.1687622,87.8,59.25925827
Estadual,567.6272583,94.3,84.61538696
Estadual,583.4895020,93.9,67.85713959
Privada,619.4000244,98.1,90.90909576
Privada,626.9147339,97.4,97.14286041
Privada,632.5431519,97.5,97.77777863
Municipal,566.8699951,91.7,89.55223846
Privada,646.9099731,98.1,76.92308044
Estadual,547.2824707,96.0,65.57376862
Estadual,528.5660400,74.4,65.43209839
Estadual,521.1152344,74.8,59.74025726
Estadual,560.6857300,80.0,73.68421173
Estadual,513.9214478,63.2,77.77777863
Estadual,533.6010742,65.6,66.42335510
Estadual,547.9097290,53.4,77.35848999
Estadual,552.9561157,57.2,65.07936859
Estadual,535.1312256,91.9,57.65765762
Municipal,556.7776489,75.4,88.54167175
Privada,619.4353027,96.8,100.00000000
Privada,634.4187622,92.2,100.00000000
Estadual,560.7043457,90.9,52.27272415
Estadual,535.8731689,78.6,56.94444275
Estadual,540.8172607,80.0,65.31531525
Estadual,542.8769531,83.3,55.31914902
Estadual,542.7973633,80.8,52.05479431
Estadual,545.9578857,79.7,52.77777863
Estadual,576.3699951,98.4,66.66667175
Estadual,542.9190674,84.3,50.00000000
Privada,588.9071655,100.0,73.68421173
Privada,621.9561157,93.5,97.61904144
Estadual,549.4619141,86.0,71.18643951
Estadual,513.0999756,100.0,55.55555725
Estadual,555.3070679,89.9,82.94117737
Estadual,558.1986694,76.7,65.48672485
Estadual,559.0932007,81.9,67.76315308
Estadual,537.9227295,82.9,73.33333588
Privada,637.1615601,97.6,100.00000000
Estadual,535.5057373,81.5,72.91667175
Estadual,570.3031006,72.1,74.28571320
Estadual,555.6784668,71.3,77.85234833
Estadual,540.4138794,92.2,65.45454407
Estadual,554.0458374,93.0,57.59999847
Estadual,530.7236328,90.1,77.46479034
Estadual,570.6661987,91.4,56.34920502
Estadual,538.8461304,90.0,81.25000000
Estadual,514.7999878,93.4,83.33332825
Estadual,543.9979858,77.8,54.34782410
Estadual,531.1891479,67.8,60.52631760
Estadual,556.4716187,77.8,80.31088257
Estadual,618.9807129,88.8,96.61016846
Estadual,551.7315674,75.3,55.32544327
Estadual,564.7758789,93.2,54.71697998
Estadual,545.5189209,96.0,57.81250000
Estadual,521.1892090,81.6,67.27272797
Estadual,559.2733154,85.6,57.69230652
Estadual,537.5274658,89.5,73.91304016
Privada,628.2355347,98.8,95.74468231
Privada,646.7906494,93.9,100.00000000
Privada,585.2424316,97.0,100.00000000
Privada,653.5031738,99.5,100.00000000
Privada,612.7161255,100.0,100.00000000
Estadual,535.6058960,82.3,50.00000000
Estadual,545.0963135,82.7,68.10035706
Privada,597.5633545,84.2,86.43215942
Privada,590.7764893,92.9,100.00000000
Privada,649.4545288,90.1,100.00000000
Privada,607.0421143,92.2,97.43589783
Privada,603.5117798,95.2,100.00000000
Privada,612.4916382,97.8,92.30769348
Privada,608.7999878,98.5,100.00000000
Privada,636.5250244,95.6,100.00000000
Privada,571.9982910,97.4,73.75000000
Estadual,567.9625244,79.2,64.00000000
Estadual,543.4788818,90.1,55.03876114
Estadual,548.7399902,82.6,52.63158035
Estadual,558.0674438,70.8,55.12820435
Estadual,522.2792969,90.0,66.86746979
Estadual,542.3782349,96.0,53.48837280
Privada,583.2637939,96.2,86.25000000
Privada,615.2461548,98.0,86.66666412
Estadual,548.4333496,84.3,66.14173126
Estadual,553.2886963,70.8,81.57894897
Privada,598.1944580,96.8,94.73684692
Privada,600.7500000,97.4,78.26087189
Privada,668.3656006,80.1,92.75362396
Privada,661.3580933,94.0,100.00000000
Privada,610.4483643,95.4,86.11110687
Estadual,552.0903931,77.6,65.85366058
Estadual,542.5755005,84.9,63.63636398
Estadual,551.0142822,85.3,63.63636398
Estadual,552.0839844,96.6,69.44444275
Privada,637.8105469,91.7,100.00000000
Privada,613.0156250,99.1,91.42857361
Estadual,548.0399780,83.3,53.89221191
Estadual,544.2333374,83.3,58.06451416
Privada,638.5937500,97.0,88.88889313
Privada,573.4909058,79.5,91.66667175
Privada,652.3168335,97.1,95.28302002
Privada,610.8468628,93.8,94.11764526
Privada,621.9699707,98.2,83.33332825
Privada,624.9666748,100.0,93.75000000
Privada,623.5291748,97.6,80.00000000
Privada,619.5166626,89.4,94.73684692
Privada,596.4500122,100.0,90.90909576
Municipal,568.5551758,78.7,74.35897827
Municipal,571.6282349,86.8,82.14286041
Municipal,553.8684082,63.5,77.55101776
Privada,603.7600098,97.3,100.00000000
Privada,629.9941406,98.1,100.00000000
Privada,648.0399780,99.0,97.22222137
Estadual,542.0097046,93.9,59.61538696
Federal,629.4202881,74.3,96.96969604
Privada,633.1909180,88.9,100.00000000
Privada,615.2846069,98.1,96.29629517
Privada,632.7857056,89.6,87.50000000
Privada,618.5454712,100.0,100.00000000
Privada,606.4400024,96.8,95.23809814
Privada,631.3208618,92.8,100.00000000
Privada,648.5300293,98.6,95.23809814
Privada,595.2700195,97.0,95.23809814
Privada,597.1190186,100.0,95.45454407
Privada,615.1199951,100.0,95.23809814
Privada,634.2454834,86.7,91.66667175
Privada,607.9973755,82.8,92.68292999
Privada,652.1933594,97.8,93.75000000
Privada,641.7266846,92.2,96.77419281
Privada,606.5050049,85.1,95.23809814
Estadual,534.3766479,88.8,81.08107758
Federal,581.2509766,90.5,98.05194855
Estadual,545.9260254,85.5,71.94245148
Municipal,542.3823242,68.8,70.83332825
Privada,614.5206909,96.9,93.33333588
Privada,624.0230713,94.3,100.00000000
Privada,611.6368408,100.0,90.47618866
Privada,610.4136353,74.0,95.65217590
Privada,607.6286011,95.9,95.45454407
Federal,643.1752930,63.7,95.29412079
Privada,642.3312378,90.6,88.88889313
Estadual,520.5833130,91.6,61.22449112
Privada,610.0590820,100.0,95.65217590
Privada,643.9160156,97.3,96.15384674
Privada,629.1678467,95.2,96.55171967
Privada,630.8666382,95.9,96.77419281
Estadual,539.4320679,85.3,69.64286041
Privada,598.3599854,96.8,86.95652008
Privada,603.7254028,95.7,95.16128540
Estadual,538.7262573,71.7,55.96330261
Privada,602.1221924,83.6,100.00000000
Privada,643.0631104,92.8,98.38710022
Federal,599.8693237,94.0,96.61016846
Privada,614.2899780,87.8,100.00000000
Privada,617.4363403,100.0,91.66667175
Privada,628.8646240,97.6,88.97637939
Privada,639.5983276,96.1,97.56097412
Privada,620.4782715,81.9,92.00000000
Privada,650.7594604,95.9,96.10389709
Privada,646.4650879,92.5,86.00000000
Privada,651.7999878,100.0,100.00000000
Federal,671.9957886,86.1,95.32908630
Privada,660.6346436,82.4,100.00000000
Privada,598.3052368,98.1,79.16667175
Privada,605.6304321,94.2,95.83332825
Privada,645.3019409,93.9,94.44444275
Privada,612.2700195,77.6,90.90909576
Privada,613.0999756,91.3,93.75000000
