Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,OriginAirportName,OriginCity,OriginState,DestAirportID,DestAirportName,DestCity,DestState,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,10,11,5,UA,14771,San Francisco International,San Francisco,CA,12266,George Bush Intercontinental/Houston,Houston,TX,1153,-2,0,1743,-8,0,0
2013,8,13,2,OO,14771,San Francisco International,San Francisco,CA,14869,Salt Lake City International,Salt Lake City,UT,1030,46,1,1315,48,1,0
2013,6,23,7,AA,13930,Chicago O'Hare International,Chicago,IL,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1840,54,1,2110,55,1,0
2013,9,21,6,WN,11057,Charlotte Douglas International,Charlotte,NC,12191,William P Hobby,Houston,TX,1320,-3,0,1510,-14,0,0
2013,10,26,6,DL,11433,Detroit Metro Wayne County,Detroit,MI,14869,Salt Lake City International,Salt Lake City,UT,1215,-4,0,1411,-23,0,0
2013,7,11,4,WN,13796,Metropolitan Oakland International,Oakland,CA,14908,John Wayne Airport-Orange County,Santa Ana,CA,1650,16,1,1810,17,1,0
2013,5,29,3,AA,14843,Luis Munoz Marin International,San Juan,PR,13303,Miami International,Miami,FL,1825,29,1,2115,19,1,0
2013,7,3,3,WN,14107,Phoenix Sky Harbor International,Phoenix,AZ,12889,McCarran International,Las Vegas,NV,1330,17,1,1430,15,1,0
2013,6,14,5,WN,12892,Los Angeles International,Los Angeles,CA,15016,Lambert-St. Louis International,St. Louis,MO,745,8,0,1320,-9,0,0
2013,6,11,2,WN,14107,Phoenix Sky Harbor International,Phoenix,AZ,14869,Salt Lake City International,Salt Lake City,UT,1755,4,0,2020,1,0,0
2013,7,14,7,WN,10423,Austin - Bergstrom International,Austin,TX,12191,William P Hobby,Houston,TX,1735,6,0,1830,-9,0,0
2013,6,17,1,WN,13495,Louis Armstrong New Orleans International,New Orleans,LA,11292,Denver International,Denver,CO,605,0,0,745,10,0,0
2013,6,26,3,OO,13342,General Mitchell International,Milwaukee,WI,13930,Chicago O'Hare International,Chicago,IL,1130,140,1,1216,133,1,0
2013,9,10,2,MQ,13930,Chicago O'Hare International,Chicago,IL,13244,Memphis International,Memphis,TN,1150,43,1,1330,33,1,0
2013,9,20,5,US,15304,Tampa International,Tampa,FL,14100,Philadelphia International,Philadelphia,PA,1205,5,0,1435,0,0,0
2013,9,23,1,DL,12889,McCarran International,Las Vegas,NV,12478,John F. Kennedy International,New York,NY,2155,-7,0,546,-15,0,0
2013,6,21,5,DL,10721,Logan International,Boston,MA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1600,17,1,1846,-1,0,0
2013,7,26,5,WN,13232,Chicago Midway International,Chicago,IL,13495,Louis Armstrong New Orleans International,New Orleans,LA,1735,-3,0,1940,-10,0,0
2013,6,8,6,FL,12339,Indianapolis International,Indianapolis,IN,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,800,-6,0,925,-4,0,0
2013,4,21,7,US,11278,Ronald Reagan Washington National,Washington,DC,14679,San Diego International,San Diego,CA,850,-6,0,1124,3,0,0
2013,6,28,5,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,10721,Logan International,Boston,MA,1310,72,1,1755,67,1,0
2013,10,17,4,WN,11292,Denver International,Denver,CO,14122,Pittsburgh International,Pittsburgh,PA,1735,24,1,2235,3,0,0
2013,9,24,2,B6,10792,Buffalo Niagara International,Buffalo,NY,12478,John F. Kennedy International,New York,NY,1824,-3,0,1958,-9,0,0
2013,8,24,6,WN,12892,Los Angeles International,Los Angeles,CA,15376,Tucson International,Tucson,AZ,830,-5,0,950,-8,0,0
2013,9,1,7,YV,10529,Bradley International,Hartford,CT,13930,Chicago O'Hare International,Chicago,IL,1410,-5,0,1534,-13,0,0
2013,5,22,3,WN,14771,San Francisco International,San Francisco,CA,11292,Denver International,Denver,CO,1855,164,1,2215,159,1,0
2013,9,28,6,MQ,12478,John F. Kennedy International,New York,NY,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1829,16,1,1939,2,0,0
2013,7,23,2,OO,12892,Los Angeles International,Los Angeles,CA,14893,Sacramento International,Sacramento,CA,2244,1,0,15,-6,0,0
2013,7,1,1,FL,13204,Orlando International,Orlando,FL,14100,Philadelphia International,Philadelphia,PA,1445,42,1,1710,31,1,0
2013,9,7,6,F9,13495,Louis Armstrong New Orleans International,New Orleans,LA,11292,Denver International,Denver,CO,1438,-1,0,1620,-9,0,0
2013,8,1,4,US,12173,Honolulu International,Honolulu,HI,14107,Phoenix Sky Harbor International,Phoenix,AZ,2215,6,0,707,9,0,0
2013,8,29,4,AA,13303,Miami International,Miami,FL,14492,Raleigh-Durham International,Raleigh/Durham,NC,1030,-1,0,1230,-7,0,0
2013,4,13,6,DL,10140,Albuquerque International Sunport,Albuquerque,NM,13487,Minneapolis-St Paul International,Minneapolis,MN,1450,-3,0,1820,-3,0,0
2013,5,11,6,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,11057,Charlotte Douglas International,Charlotte,NC,1905,155,1,2230,135,1,0
2013,4,15,1,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,13851,Will Rogers World,Oklahoma City,OK,855,6,0,950,-3,0,0
2013,10,5,6,UA,14771,San Francisco International,San Francisco,CA,14679,San Diego International,San Diego,CA,630,-1,0,807,-17,0,0
2013,8,26,1,WN,14831,Norman Y. Mineta San Jose International,San Jose,CA,10800,Bob Hope,Burbank,CA,1215,-1,0,1315,-3,0,0
2013,5,22,3,WN,12191,William P Hobby,Houston,TX,11259,Dallas Love Field,Dallas,TX,700,0,0,800,1,0,0
2013,8,1,4,DL,14635,Southwest Florida International,Fort Myers,FL,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,1245,-9,0,1508,-5,0,0
2013,8,12,1,WN,13495,Louis Armstrong New Orleans International,New Orleans,LA,15304,Tampa International,Tampa,FL,1845,21,1,2110,20,1,0
2013,9,6,5,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12953,LaGuardia,New York,NY,1945,1,0,2205,12,0,0
2013,10,18,5,WN,11259,Dallas Love Field,Dallas,TX,13851,Will Rogers World,Oklahoma City,OK,700,1,0,750,-5,0,0
2013,4,15,1,AS,14679,San Diego International,San Diego,CA,14747,Seattle/Tacoma International,Seattle,WA,630,-5,0,930,-2,0,0
2013,7,5,5,MQ,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,12191,William P Hobby,Houston,TX,1450,-1,0,1555,-9,0,0
2013,7,26,5,WN,12889,McCarran International,Las Vegas,NV,15376,Tucson International,Tucson,AZ,1200,-2,0,1320,-6,0,0
2013,5,27,1,OO,10140,Albuquerque International Sunport,Albuquerque,NM,14107,Phoenix Sky Harbor International,Phoenix,AZ,1225,-11,0,1241,-12,0,0
2013,4,5,5,EV,14492,Raleigh-Durham International,Raleigh/Durham,NC,10721,Logan International,Boston,MA,945,-3,0,1146,-31,0,0
2013,5,7,2,MQ,13303,Miami International,Miami,FL,10693,Nashville International,Nashville,TN,1510,-5,0,1630,-8,0,0
2013,4,2,2,WN,14492,Raleigh-Durham International,Raleigh/Durham,NC,10693,Nashville International,Nashville,TN,1630,1,0,1700,-2,0,0
2013,9,19,4,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12173,Honolulu International,Honolulu,HI,1050,-3,0,1435,7,0,0
2013,5,29,3,OO,14679,San Diego International,San Diego,CA,14771,San Francisco International,San Francisco,CA,1937,-1,0,2110,1,0,0
2013,7,29,1,UA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14771,San Francisco International,San Francisco,CA,605,-6,0,751,-10,0,0
2013,7,15,1,UA,10721,Logan International,Boston,MA,12264,Washington Dulles International,Washington,DC,545,-8,0,720,-16,0,0
2013,8,9,5,DL,11618,Newark Liberty International,Newark,NJ,14869,Salt Lake City International,Salt Lake City,UT,1725,188,1,2022,238,1,0
2013,8,8,4,UA,13930,Chicago O'Hare International,Chicago,IL,13204,Orlando International,Orlando,FL,1115,25,1,1455,14,0,0
2013,10,7,1,AA,13930,Chicago O'Hare International,Chicago,IL,14679,San Diego International,San Diego,CA,1230,-2,0,1435,-2,0,0
2013,10,20,7,WN,14908,John Wayne Airport-Orange County,Santa Ana,CA,14831,Norman Y. Mineta San Jose International,San Jose,CA,1955,24,1,2115,13,0,0
2013,8,29,4,F9,12889,McCarran International,Las Vegas,NV,11292,Denver International,Denver,CO,1529,-5,0,1815,1,0,0
2013,10,4,5,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12191,William P Hobby,Houston,TX,810,-7,0,919,-9,0,0
2013,8,15,4,OO,13930,Chicago O'Hare International,Chicago,IL,13342,General Mitchell International,Milwaukee,WI,1654,-2,0,1740,-13,0,0
2013,8,21,3,EV,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,11618,Newark Liberty International,Newark,NJ,1006,-1,0,1225,-4,0,0
2013,8,31,6,US,11057,Charlotte Douglas International,Charlotte,NC,11433,Detroit Metro Wayne County,Detroit,MI,1635,-6,0,1828,-20,0,0
2013,4,8,1,DL,14107,Phoenix Sky Harbor International,Phoenix,AZ,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,2340,-3,0,608,-19,0,0
2013,8,13,2,WN,14107,Phoenix Sky Harbor International,Phoenix,AZ,13891,Ontario International,Ontario,CA,1610,9,0,1715,3,0,0
2013,8,28,3,WN,14831,Norman Y. Mineta San Jose International,San Jose,CA,10800,Bob Hope,Burbank,CA,1815,-3,0,1915,-5,0,0
2013,10,13,7,YV,11057,Charlotte Douglas International,Charlotte,NC,10423,Austin - Bergstrom International,Austin,TX,924,11,0,1112,39,1,0
2013,6,21,5,9E,11433,Detroit Metro Wayne County,Detroit,MI,14730,Louisville International-Standiford Field,Louisville,KY,740,-6,0,902,-10,0,0
2013,4,30,2,MQ,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13303,Miami International,Miami,FL,1850,58,1,2050,45,1,0
2013,9,24,2,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,13930,Chicago O'Hare International,Chicago,IL,735,-5,0,1258,-19,0,0
2013,10,5,6,WN,11066,Port Columbus International,Columbus,OH,13232,Chicago Midway International,Chicago,IL,1130,7,0,1135,0,0,0
2013,4,2,2,WN,10423,Austin - Bergstrom International,Austin,TX,11618,Newark Liberty International,Newark,NJ,1015,59,1,1455,48,1,0
2013,5,16,4,9E,13244,Memphis International,Memphis,TN,10423,Austin - Bergstrom International,Austin,TX,1932,3,0,2122,-4,0,0
2013,10,27,7,WN,12191,William P Hobby,Houston,TX,13851,Will Rogers World,Oklahoma City,OK,2100,12,0,2240,-11,0,0
2013,9,11,3,DL,11278,Ronald Reagan Washington National,Washington,DC,11433,Detroit Metro Wayne County,Detroit,MI,940,-6,0,1112,-9,0,0
2013,6,8,6,OO,14869,Salt Lake City International,Salt Lake City,UT,11292,Denver International,Denver,CO,1320,17,1,1442,14,0,0
2013,6,29,6,YV,12264,Washington Dulles International,Washington,DC,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1500,27,1,1702,23,1,0
2013,10,16,3,OO,12892,Los Angeles International,Los Angeles,CA,14747,Seattle/Tacoma International,Seattle,WA,2210,0,0,48,-1,0,0
2013,5,16,4,WN,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,11292,Denver International,Denver,CO,1200,1,0,1355,7,0,0
2013,4,8,1,OO,14683,San Antonio International,San Antonio,TX,14869,Salt Lake City International,Salt Lake City,UT,1830,-4,0,2033,0,0,0
2013,7,13,6,UA,10423,Austin - Bergstrom International,Austin,TX,12266,George Bush Intercontinental/Houston,Houston,TX,530,0,0,628,16,1,0
2013,5,10,5,UA,11292,Denver International,Denver,CO,14747,Seattle/Tacoma International,Seattle,WA,803,-2,0,952,9,0,0
2013,8,28,3,DL,13232,Chicago Midway International,Chicago,IL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1648,9,0,1943,14,0,0
2013,7,4,4,B6,14843,Luis Munoz Marin International,San Juan,PR,14027,Palm Beach International,West Palm Beach/Palm Beach,FL,1612,1,0,1848,-3,0,0
2013,8,13,2,US,14057,Portland International,Portland,OR,14107,Phoenix Sky Harbor International,Phoenix,AZ,850,-1,0,1122,0,0,0
2013,7,31,3,AS,12889,McCarran International,Las Vegas,NV,14747,Seattle/Tacoma International,Seattle,WA,700,-15,0,922,-25,0,0
2013,5,11,6,FL,12892,Los Angeles International,Los Angeles,CA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,600,-2,0,1305,15,1,0
2013,4,13,6,FL,14524,Richmond International,Richmond,VA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,630,0,,809,0,1,1
2013,7,27,6,DL,14747,Seattle/Tacoma International,Seattle,WA,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,2315,-4,0,623,-18,0,0
2013,7,5,5,AA,15016,Lambert-St. Louis International,St. Louis,MO,13930,Chicago O'Hare International,Chicago,IL,730,-12,0,845,-13,0,0
2013,4,3,3,WN,12892,Los Angeles International,Los Angeles,CA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1240,-1,0,1400,-6,0,0
2013,10,21,1,HA,13830,Kahului Airport,Kahului,HI,12173,Honolulu International,Honolulu,HI,1058,-6,0,1132,-6,0,0
2013,10,27,7,AA,12266,George Bush Intercontinental/Houston,Houston,TX,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1645,7,0,1805,0,0,0
2013,5,29,3,WN,10423,Austin - Bergstrom International,Austin,TX,11292,Denver International,Denver,CO,640,-4,0,750,-23,0,0
2013,10,2,3,UA,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,11618,Newark Liberty International,Newark,NJ,830,-6,0,1126,-8,0,0
2013,10,3,4,MQ,10792,Buffalo Niagara International,Buffalo,NY,13930,Chicago O'Hare International,Chicago,IL,1605,29,1,1650,31,1,0
2013,5,8,3,EV,12953,LaGuardia,New York,NY,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,1320,0,,1524,0,1,1
2013,10,30,3,UA,12264,Washington Dulles International,Washington,DC,14057,Portland International,Portland,OR,1735,-4,0,2019,-21,0,0
2013,6,20,4,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,1502,6,0,1700,-4,0,0
2013,10,9,3,US,11057,Charlotte Douglas International,Charlotte,NC,11066,Port Columbus International,Columbus,OH,914,-7,0,1031,-12,0,0
2013,8,1,4,B6,10792,Buffalo Niagara International,Buffalo,NY,12478,John F. Kennedy International,New York,NY,538,-9,0,655,-15,0,0
2013,10,21,1,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13342,General Mitchell International,Milwaukee,WI,828,5,0,936,-10,0,0
2013,10,9,3,WN,13495,Louis Armstrong New Orleans International,New Orleans,LA,11259,Dallas Love Field,Dallas,TX,1435,-4,0,1600,-10,0,0
2013,6,9,7,WN,14122,Pittsburgh International,Pittsburgh,PA,13232,Chicago Midway International,Chicago,IL,2055,-2,0,2120,-10,0,0
2013,5,3,5,9E,11278,Ronald Reagan Washington National,Washington,DC,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,655,-6,0,840,-29,0,0
2013,8,24,6,WN,10140,Albuquerque International Sunport,Albuquerque,NM,14107,Phoenix Sky Harbor International,Phoenix,AZ,1350,2,0,1400,0,0,0
2013,4,21,7,WN,12892,Los Angeles International,Los Angeles,CA,14771,San Francisco International,San Francisco,CA,850,45,1,1010,31,1,0
2013,8,3,6,WN,14831,Norman Y. Mineta San Jose International,San Jose,CA,12889,McCarran International,Las Vegas,NV,1930,-3,0,2050,-13,0,0
2013,9,13,5,DL,12953,LaGuardia,New York,NY,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1759,-2,0,2031,23,1,0
2013,6,4,2,9E,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,14100,Philadelphia International,Philadelphia,PA,1602,-3,0,1744,-2,0,0
2013,6,4,2,US,11057,Charlotte Douglas International,Charlotte,NC,13495,Louis Armstrong New Orleans International,New Orleans,LA,752,43,1,845,31,1,0
2013,4,22,1,WN,14679,San Diego International,San Diego,CA,14683,San Antonio International,San Antonio,TX,1050,1,0,1525,-12,0,0
2013,8,22,4,MQ,12953,LaGuardia,New York,NY,11433,Detroit Metro Wayne County,Detroit,MI,1300,0,,1505,0,1,1
2013,7,10,3,UA,14679,San Diego International,San Diego,CA,14771,San Francisco International,San Francisco,CA,618,0,0,756,-2,0,0
2013,6,18,2,FL,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,13204,Orlando International,Orlando,FL,1739,0,,1950,0,1,1
2013,7,10,3,B6,12953,LaGuardia,New York,NY,13204,Orlando International,Orlando,FL,1748,81,1,2035,108,1,0
2013,4,30,2,DL,11618,Newark Liberty International,Newark,NJ,13487,Minneapolis-St Paul International,Minneapolis,MN,805,-7,0,1010,-27,0,0
2013,5,20,1,DL,11292,Denver International,Denver,CO,14869,Salt Lake City International,Salt Lake City,UT,730,4,0,902,-7,0,0
2013,6,28,5,AA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13303,Miami International,Miami,FL,755,-6,0,950,-14,0,0
2013,5,9,4,FL,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,10721,Logan International,Boston,MA,1010,-1,0,1135,-7,0,0
2013,7,8,1,DL,12451,Jacksonville International,Jacksonville,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1700,1,0,1824,-14,0,0
2013,10,11,5,WN,10792,Buffalo Niagara International,Buffalo,NY,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,830,0,0,1130,-19,0,0
2013,10,21,1,OO,14683,San Antonio International,San Antonio,TX,12892,Los Angeles International,Los Angeles,CA,1902,-6,0,2011,-18,0,0
2013,8,13,2,WN,14679,San Diego International,San Diego,CA,14107,Phoenix Sky Harbor International,Phoenix,AZ,705,-1,0,830,-16,0,0
2013,8,11,7,UA,11292,Denver International,Denver,CO,10721,Logan International,Boston,MA,1000,-2,0,1555,-17,0,0
2013,10,23,3,EV,13495,Louis Armstrong New Orleans International,New Orleans,LA,11042,Cleveland-Hopkins International,Cleveland,OH,1110,13,0,1434,-7,0,0
2013,4,22,1,YV,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,12264,Washington Dulles International,Washington,DC,1057,-6,0,1448,-18,0,0
2013,10,26,6,WN,10721,Logan International,Boston,MA,11292,Denver International,Denver,CO,1335,8,0,1615,-7,0,0
2013,4,6,6,FL,13204,Orlando International,Orlando,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,635,-5,0,804,-14,0,0
2013,9,28,6,WN,13198,Kansas City International,Kansas City,MO,11259,Dallas Love Field,Dallas,TX,920,-1,0,1045,10,0,0
2013,4,4,4,US,14635,Southwest Florida International,Fort Myers,FL,11057,Charlotte Douglas International,Charlotte,NC,1205,11,0,1400,7,0,0
2013,7,17,3,WN,14679,San Diego International,San Diego,CA,14831,Norman Y. Mineta San Jose International,San Jose,CA,1135,-1,0,1255,-7,0,0
2013,7,31,3,AA,13930,Chicago O'Hare International,Chicago,IL,12892,Los Angeles International,Los Angeles,CA,1635,23,1,1900,6,0,0
2013,6,23,7,AS,14747,Seattle/Tacoma International,Seattle,WA,12173,Honolulu International,Honolulu,HI,1950,-2,0,2238,12,0,0
2013,7,8,1,WN,14831,Norman Y. Mineta San Jose International,San Jose,CA,14057,Portland International,Portland,OR,1720,-2,0,1900,-11,0,0
2013,8,17,6,UA,13930,Chicago O'Hare International,Chicago,IL,10529,Bradley International,Hartford,CT,1944,-2,0,2245,-1,0,0
2013,6,6,4,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14683,San Antonio International,San Antonio,TX,743,-2,0,846,-1,0,0
2013,6,4,2,OO,13930,Chicago O'Hare International,Chicago,IL,14869,Salt Lake City International,Salt Lake City,UT,1340,-2,0,1607,-11,0,0
2013,6,5,3,US,10721,Logan International,Boston,MA,11278,Ronald Reagan Washington National,Washington,DC,1200,-8,0,1324,-10,0,0
2013,4,1,1,WN,11292,Denver International,Denver,CO,10693,Nashville International,Nashville,TN,1105,-1,0,1430,-13,0,0
2013,6,21,5,WN,14122,Pittsburgh International,Pittsburgh,PA,12191,William P Hobby,Houston,TX,1435,11,0,1635,-3,0,0
2013,7,20,6,WN,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,12451,Jacksonville International,Jacksonville,FL,825,4,0,1030,7,0,0
2013,5,21,2,WN,14492,Raleigh-Durham International,Raleigh/Durham,NC,10693,Nashville International,Nashville,TN,1530,7,0,1555,4,0,0
2013,4,20,6,UA,12264,Washington Dulles International,Washington,DC,13204,Orlando International,Orlando,FL,1650,5,0,1910,10,0,0
2013,5,12,7,EV,11066,Port Columbus International,Columbus,OH,11618,Newark Liberty International,Newark,NJ,1011,-6,0,1159,-13,0,0
2013,10,3,4,AA,13930,Chicago O'Hare International,Chicago,IL,14771,San Francisco International,San Francisco,CA,1600,48,1,1830,66,1,0
2013,5,29,3,UA,13930,Chicago O'Hare International,Chicago,IL,12266,George Bush Intercontinental/Houston,Houston,TX,1131,-1,0,1408,0,0,0
2013,6,24,1,YV,11057,Charlotte Douglas International,Charlotte,NC,15016,Lambert-St. Louis International,St. Louis,MO,742,-4,0,838,2,0,0
2013,9,24,2,WN,13891,Ontario International,Ontario,CA,14831,Norman Y. Mineta San Jose International,San Jose,CA,1015,-3,0,1120,-2,0,0
2013,6,2,7,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,15016,Lambert-St. Louis International,St. Louis,MO,845,15,1,931,0,0,0
2013,10,3,4,EV,14492,Raleigh-Durham International,Raleigh/Durham,NC,12264,Washington Dulles International,Washington,DC,1417,-4,0,1523,-6,0,0
2013,4,11,4,EV,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,11042,Cleveland-Hopkins International,Cleveland,OH,1435,15,1,1812,13,0,0
2013,7,31,3,WN,13495,Louis Armstrong New Orleans International,New Orleans,LA,12892,Los Angeles International,Los Angeles,CA,1350,0,0,1550,-24,0,0
2013,5,26,7,WN,14893,Sacramento International,Sacramento,CA,14747,Seattle/Tacoma International,Seattle,WA,1355,0,0,1545,-6,0,0
2013,6,30,7,WN,10721,Logan International,Boston,MA,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1800,14,0,1940,14,0,0
2013,8,11,7,HA,13796,Metropolitan Oakland International,Oakland,CA,12173,Honolulu International,Honolulu,HI,955,-4,0,1225,-7,0,0
2013,4,15,1,DL,11433,Detroit Metro Wayne County,Detroit,MI,14492,Raleigh-Durham International,Raleigh/Durham,NC,1726,-2,0,1905,-5,0,0
2013,5,24,5,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14100,Philadelphia International,Philadelphia,PA,1009,44,1,1437,39,1,0
2013,8,3,6,YV,12264,Washington Dulles International,Washington,DC,11057,Charlotte Douglas International,Charlotte,NC,1345,-5,0,1508,-2,0,0
2013,5,6,1,WN,14570,Reno/Tahoe International,Reno,NV,13796,Metropolitan Oakland International,Oakland,CA,850,-6,0,950,0,0,0
2013,7,12,5,MQ,12953,LaGuardia,New York,NY,14492,Raleigh-Durham International,Raleigh/Durham,NC,1745,29,1,1925,19,1,0
2013,5,23,4,9E,13487,Minneapolis-St Paul International,Minneapolis,MN,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,1720,89,1,2018,65,1,0
2013,8,5,1,DL,14869,Salt Lake City International,Salt Lake City,UT,11433,Detroit Metro Wayne County,Detroit,MI,1110,1,0,1638,-17,0,0
2013,10,21,1,9E,11618,Newark Liberty International,Newark,NJ,13487,Minneapolis-St Paul International,Minneapolis,MN,1130,-5,0,1331,-7,0,0
2013,5,20,1,AA,12953,LaGuardia,New York,NY,13303,Miami International,Miami,FL,1140,57,1,1455,52,1,0
2013,9,1,7,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14027,Palm Beach International,West Palm Beach/Palm Beach,FL,830,-4,0,1016,-8,0,0
2013,8,21,3,VX,14771,San Francisco International,San Francisco,CA,14747,Seattle/Tacoma International,Seattle,WA,1605,3,0,1805,-10,0,0
2013,6,11,2,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,944,0,0,1109,-1,0,0
2013,4,15,1,B6,14843,Luis Munoz Marin International,San Juan,PR,10721,Logan International,Boston,MA,1545,10,0,1952,25,1,0
2013,9,1,7,WN,12892,Los Angeles International,Los Angeles,CA,10140,Albuquerque International Sunport,Albuquerque,NM,1455,1,0,1740,2,0,0
2013,5,3,5,AA,13930,Chicago O'Hare International,Chicago,IL,13487,Minneapolis-St Paul International,Minneapolis,MN,1350,204,1,1515,208,1,0
2013,8,23,5,MQ,12892,Los Angeles International,Los Angeles,CA,14869,Salt Lake City International,Salt Lake City,UT,1705,17,1,1950,5,0,0
2013,9,6,5,EV,11057,Charlotte Douglas International,Charlotte,NC,12953,LaGuardia,New York,NY,1919,-9,0,2119,-25,0,0
2013,5,17,5,OO,12266,George Bush Intercontinental/Houston,Houston,TX,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1735,90,1,1848,72,1,0
2013,9,25,3,AA,10140,Albuquerque International Sunport,Albuquerque,NM,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,750,-9,0,1030,-4,0,0
2013,10,15,2,9E,13930,Chicago O'Hare International,Chicago,IL,13244,Memphis International,Memphis,TN,1200,-8,0,1349,-13,0,0
2013,8,30,5,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14747,Seattle/Tacoma International,Seattle,WA,1116,-2,0,1336,-19,0,0
2013,9,13,5,FL,12339,Indianapolis International,Indianapolis,IN,14635,Southwest Florida International,Fort Myers,FL,700,-5,0,922,-15,0,0
2013,7,6,6,DL,13487,Minneapolis-St Paul International,Minneapolis,MN,11278,Ronald Reagan Washington National,Washington,DC,1307,-4,0,1629,-10,0,0
2013,9,13,5,EV,11618,Newark Liberty International,Newark,NJ,13487,Minneapolis-St Paul International,Minneapolis,MN,912,12,0,1115,15,1,0
2013,8,30,5,EV,10693,Nashville International,Nashville,TN,12264,Washington Dulles International,Washington,DC,1315,245,1,1605,0,1,1
2013,8,4,7,OO,14771,San Francisco International,San Francisco,CA,14107,Phoenix Sky Harbor International,Phoenix,AZ,2236,-9,0,44,-22,0,0
2013,4,27,6,YV,14107,Phoenix Sky Harbor International,Phoenix,AZ,10800,Bob Hope,Burbank,CA,2005,-6,0,2134,-11,0,0
2013,8,16,5,AA,12892,Los Angeles International,Los Angeles,CA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,905,0,0,1415,-6,0,0
2013,10,15,2,OO,12264,Washington Dulles International,Washington,DC,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1220,-1,0,1414,16,1,0
2013,4,22,1,UA,13204,Orlando International,Orlando,FL,12266,George Bush Intercontinental/Houston,Houston,TX,1157,52,1,1334,44,1,0
2013,10,25,5,B6,12954,Long Beach Airport,Long Beach,CA,14771,San Francisco International,San Francisco,CA,1940,-7,0,2059,-7,0,0
2013,5,3,5,US,11278,Ronald Reagan Washington National,Washington,DC,13204,Orlando International,Orlando,FL,1140,-3,0,1352,6,0,0
2013,10,1,2,EV,11066,Port Columbus International,Columbus,OH,12264,Washington Dulles International,Washington,DC,2001,-10,0,2113,-5,0,0
2013,9,14,6,YV,11042,Cleveland-Hopkins International,Cleveland,OH,11057,Charlotte Douglas International,Charlotte,NC,705,-6,0,840,-4,0,0
